iter	Logloss
264	0.4448263645
265	0.4442683856
266	0.4434743722
267	0.4425147374
268	0.4417587519
269	0.4412050247
270	0.4405632416
271	0.4398542245
272	0.4392989477
273	0.438811938
274	0.4381775061
275	0.4375176827
276	0.436976552
277	0.4360449314
278	0.4352400303
279	0.4346586863
280	0.4339634975
281	0.4333380461
282	0.4326464335
283	0.432113568
284	0.4314927657
285	0.4308723609
286	0.4301858743
287	0.4296123981
288	0.4289972782
289	0.428384463
290	0.4276658297
291	0.4270962477
292	0.426461935
293	0.4258964856
294	0.4251818657
295	0.4245519241
296	0.4238849878
297	0.4232134024
298	0.4226117134
299	0.421940883
300	0.4212727149
301	0.4206299782
302	0.4201165835
303	0.4193869829
304	0.4184337457
305	0.4178361098
306	0.4171782335
307	0.4166288376
308	0.4160807927
309	0.4154268106
310	0.4146168629
311	0.4140080611
312	0.4134444396
313	0.4125342369
314	0.4119282961
315	0.4113256137
316	0.4106972218
317	0.4100709359
318	0.4095341365
319	0.4088946978
320	0.4082084497
321	0.407533288
322	0.406960845
323	0.4063003063
324	0.4057311614
325	0.4050780137
326	0.404592673
327	0.403826952
328	0.4031999509
329	0.4027194977
330	0.40211459
331	0.4015942415
332	0.4010359446
333	0.4004525344
334	0.3997452656
335	0.3988610109
336	0.3983068466
337	0.3977288405
338	0.3971753915
339	0.3964498043
340	0.3959400256
341	0.3950505257
342	0.3945542971
343	0.3938601812
344	0.3933833838
345	0.3928415775
346	0.3920965195
347	0.391260465
348	0.3907000224
349	0.3901417653
350	0.3894614379
351	0.3885595004
352	0.3880657355
353	0.3876095215
354	0.3870114088
355	0.3863505125
356	0.3857465585
357	0.385256052
358	0.3848054409
359	0.3843553066
360	0.3835156759
361	0.3829473654
362	0.3823418617
363	0.3818951845
364	0.3813300133
365	0.380690376
366	0.3801509142
367	0.3797087669
368	0.3792305787
369	0.3787528276
370	0.3779745499
371	0.3775354226
372	0.3770591815
373	0.3764887253
374	0.3759190241
375	0.375377814
376	0.3749067783
377	0.3743977547
378	0.3736611605
379	0.3730400801
380	0.3724791209
381	0.372050484
382	0.3714923859
383	0.370876948
384	0.3703934352
385	0.3698730469
386	0.3694124619
387	0.3689885537
388	0.3685659965
389	0.3680142959
390	0.3674975236
391	0.3669472933
392	0.3664911588
393	0.3660165469
394	0.3653217951
395	0.3645280997
396	0.363673528
397	0.3631871144
398	0.3627736568
399	0.3622012536
400	0.3617564042
401	0.3613084157
402	0.3608642419
403	0.3604544004
404	0.3600121339
405	0.359423995
406	0.358818531
407	0.3583800793
408	0.3579397202
409	0.3574124575
410	0.3569744428
411	0.3565731049
412	0.3561716874
413	0.3557711442
414	0.3552847306
415	0.354568402
416	0.3540825446
417	0.3535762628
418	0.3531462351
419	0.352664868
420	0.3520922661
421	0.3516085943
422	0.3509713809
423	0.3504047394
424	0.3498932918
425	0.3494596481
426	0.3489300013
427	0.3484215339
428	0.3479274511
429	0.347541372
430	0.3470361233
431	0.3465662797
432	0.3462452888
433	0.345862031
434	0.3454125722
435	0.3449467023
436	0.3445316553
437	0.3440679709
438	0.3435873191
439	0.3430909713
440	0.3425703843
441	0.3421697617
442	0.3416757584
443	0.3410644531
444	0.3405727943
445	0.3399351438
446	0.3394779364
447	0.3390727043
448	0.3387023608
449	0.338299195
450	0.3377616405
451	0.3372250398
452	0.3365314404
453	0.3360324303
454	0.3355820974
455	0.3351356188
456	0.3346552849
457	0.3342269262
458	0.3337408702
459	0.3332980871
460	0.3329052329
461	0.3324953715
462	0.3321358959
463	0.3317771554
464	0.3313866655
465	0.3309134245
466	0.3305575848
467	0.3300079306
468	0.3296527664
469	0.329134961
470	0.328717351
471	0.3282514811
472	0.3278367519
473	0.327373147
474	0.3268618981
475	0.3263989091
476	0.3259707093
477	0.325507164
478	0.3251588742
479	0.3246831497
480	0.3242379427
481	0.3239158392
482	0.3235082428
483	0.3230495453
484	0.3223555088
485	0.3218999704
486	0.3214276234
487	0.3210876385
488	0.3207441767
489	0.320370396
490	0.3197780649
491	0.3192807833
492	0.3188813726
493	0.3184880813
494	0.3181525071
495	0.3176788688
496	0.3171475728
497	0.316688776
498	0.3162290454
499	0.3157995939
500	0.315466245
501	0.3150431116
502	0.3147088885
503	0.3143783013
504	0.3137710094
505	0.3132046858
506	0.3128276269
507	0.3123477697
508	0.3119422595
509	0.3115112782
510	0.311125954
511	0.3107082049
512	0.3103855848
513	0.3099844058
514	0.3095582525
515	0.3092117707
516	0.3088601629
517	0.3084351619
518	0.3081153631
519	0.3076281548
520	0.307280461
521	0.3069323301
522	0.3064761162
523	0.3059947888
524	0.305574894
525	0.3050591946
526	0.3043871323
527	0.3040452401
528	0.3036313454
529	0.3032890161
530	0.3029323419
531	0.3025308649
532	0.3021462361
533	0.3018043041
534	0.3014388482
535	0.3009415666
536	0.3006311456
537	0.3003467719
538	0.2999949455
539	0.2995562553
540	0.2990907033
541	0.2986111641
542	0.2982314428
543	0.297634244
544	0.297260801
545	0.2969297965
546	0.2966027856
547	0.2962718805
548	0.2958688537
549	0.2954522967
550	0.29512767
551	0.2948034604
552	0.2944733699
553	0.2940755486
554	0.2935834924
555	0.2931992014
556	0.2928763628
557	0.2925492525
558	0.2921850284
559	0.2918903033
560	0.2915701469
561	0.2912491361
562	0.2909600735
563	0.2906397184
564	0.2902345657
565	0.2897163033
566	0.2889847954
567	0.2886674404
568	0.2882324855
569	0.2879442374
570	0.2876547575
571	0.2872693539
572	0.2869549592
573	0.286615332
574	0.2863308191
575	0.2860462666
576	0.2856504917
577	0.2853391171
578	0.2849460443
579	0.2846612136
580	0.2843194405
581	0.2839724024
582	0.2836627165
583	0.2831295729
584	0.2827543219
585	0.2823694348
586	0.2820632855
587	0.2816581527
588	0.2813274066
589	0.280931294
590	0.2805861036
591	0.2801760236
592	0.2798751791
593	0.2794523637
594	0.2791788975
595	0.2788941264
596	0.2785921892
597	0.2782535156
598	0.2779144049
599	0.2775456707
600	0.2772500118
601	0.2769529422
602	0.2765772343
603	0.2763047616
604	0.2758754492
605	0.2755007346
606	0.2751268148
607	0.2747703791
608	0.2744791508
609	0.2741232316
610	0.2737925053
611	0.2733018001
612	0.2727462848
613	0.2724320491
614	0.2720301549
615	0.2717027664
616	0.2713423173
617	0.2710131407
618	0.2707005143
619	0.2704140544
620	0.2701507807
621	0.2698677381
622	0.2695458333
623	0.2692003647
624	0.2689400514
625	0.2685666283
626	0.2680309216
627	0.2677495082
628	0.2673481504
629	0.2670691411
630	0.2666171789
631	0.2663618326
632	0.2659031947
633	0.2654907902
634	0.2651242614
635	0.2648778359
636	0.2645794551
637	0.2642792066
638	0.2639286518
639	0.2636519074
640	0.2632423242
641	0.2629431486
642	0.2626940409
643	0.2624189456
644	0.261979123
645	0.2617063522
646	0.261362195
647	0.2610064944
648	0.260673066
649	0.2602483431
650	0.2599073251
651	0.2595123847
652	0.2591738502
653	0.2588100036
654	0.2585439285
655	0.2582930724
656	0.2579808036
657	0.2575728099
658	0.2572507262
659	0.2569597363
660	0.2564758658
661	0.2561560472
662	0.2559170326
663	0.2556185524
664	0.2552520434
665	0.2550142606
666	0.2546817064
667	0.2544444601
668	0.2542084853
669	0.2538090944
670	0.2534790039
671	0.2531120181
672	0.2528182268
673	0.2525160313
674	0.2522380352
675	0.2519457738
676	0.2516908248
677	0.2513680061
678	0.2509960135
679	0.2507087986
680	0.2504786253
681	0.2502255638
682	0.2498182257
683	0.2495313088
684	0.2492590149
685	0.2489639918
686	0.2487359444
687	0.2484079599
688	0.2480031649
689	0.2477545142
690	0.2474375566
691	0.2471009493
692	0.2468755643
693	0.246557792
694	0.2462316354
695	0.245908459
696	0.2456631263
697	0.2453735272
698	0.245072782
699	0.2448068261
700	0.2445291678
701	0.2442518274
702	0.2439760367
703	0.243562897
704	0.2432864904
705	0.2429673473
706	0.2425665458
707	0.2423483531
708	0.2421021064
709	0.241738836
710	0.2414373557
711	0.2410660585
712	0.2408278386
713	0.2405913075
714	0.2403567433
715	0.2400085926
716	0.239770929
717	0.2395370801
718	0.2392796874
719	0.2390238841
720	0.2387147347
721	0.2384587725
722	0.2381377618
723	0.2378203869
724	0.2375652591
725	0.2371789813
726	0.2367802064
727	0.236549894
728	0.2362841368
729	0.2359597087
730	0.2357303699
731	0.2354669174
732	0.2352380355
733	0.2348726789
734	0.2346450686
735	0.2343230247
736	0.2341159781
737	0.2338880698
738	0.2335882584
739	0.2332761288
740	0.2330036759
741	0.2327982386
742	0.2323921522
743	0.2321451505
744	0.2318891486
745	0.2316631079
746	0.2312759956
747	0.231047829
748	0.2307929993
749	0.2305390437
750	0.2302566369
751	0.2299438715
752	0.229752024
753	0.2295119762
754	0.2291352352
755	0.2288085222
756	0.2285768787
757	0.2283566594
758	0.2281590303
759	0.2278490464
760	0.2276308537
761	0.2273812691
762	0.2271400491
763	0.2268935839
764	0.2266563972
765	0.2264082034
766	0.2261416515
767	0.2259068886
768	0.2256537477
769	0.2253984014
770	0.225184838
771	0.2249590556
772	0.2247437239
773	0.2245503664
774	0.2243066629
775	0.2239830494
776	0.2237901489
777	0.2235981822
778	0.2233859698
779	0.2231276234
780	0.2228870392
781	0.2226936618
782	0.222435077
783	0.2222090562
784	0.2220016122
785	0.2216701508
786	0.2214382887
787	0.2211813529
788	0.2209736109
789	0.2206969659
790	0.2204410434
791	0.2202533881
792	0.2200264533
793	0.2197438677
794	0.2194885612
795	0.2191603184
796	0.2188147306
797	0.2185742458
798	0.2183696628
799	0.2181821068
800	0.2178115249
801	0.2175617615
802	0.2172486782
803	0.2169771791
804	0.2166288694
805	0.2164263129
806	0.2160977721
807	0.2158427437
808	0.2155338128
809	0.2153340975
810	0.2151159445
811	0.2148342927
812	0.2146352331
813	0.2144798835
814	0.2142997583
815	0.2140399218
816	0.2138241927
817	0.2135816018
818	0.2133835951
819	0.2131530046
820	0.2129376531
821	0.2127433022
822	0.2125090758
823	0.2122950355
824	0.2121019165
825	0.2119075855
826	0.2117307981
827	0.2115546465
828	0.2113434474
829	0.2111676137
830	0.2109166185
831	0.21067216
832	0.2104754647
833	0.2102242112
834	0.2100232442
835	0.2097800573
836	0.2096053759
837	0.2093882958
838	0.2091521819
839	0.2089083989
840	0.2086140315
841	0.2083893816
842	0.2082182964
843	0.2079851627
844	0.207796216
845	0.2074401975
846	0.2072694898
847	0.2070821126
848	0.2068792582
849	0.20672822
850	0.2065420945
851	0.206373175
852	0.2061718901
853	0.2057599624
854	0.2055494984
855	0.2053626776
856	0.2050316731
857	0.2048629721
858	0.2046024402
859	0.2044178247
860	0.2041962544
861	0.2040320635
862	0.2037734588
863	0.2035914262
864	0.2034086982
865	0.2031685909
866	0.2029596368
867	0.2026755214
868	0.2025099198
869	0.2022609711
870	0.2020472288
871	0.20186915
872	0.20163848
873	0.201443096
874	0.2012215455
875	0.2010019024
876	0.2007198334
877	0.2003655235
878	0.2001885176
879	0.1998702685
880	0.1996888518
881	0.1994959315
882	0.1993354162
883	0.1990923484
884	0.1988894939
885	0.1986588637
886	0.1983821789
887	0.1981174548
888	0.1978921493
889	0.1977180243
890	0.1975307067
891	0.1973154147
892	0.1970899304
893	0.1969183286
894	0.1967433095
895	0.1965472698
896	0.1963760455
897	0.1962047617
898	0.1960196694
899	0.1957834959
900	0.1955484748
901	0.1952530742
902	0.1950823267
903	0.1947700381
904	0.1945919196
905	0.1943918268
906	0.1941828728
907	0.1940135558
908	0.1938058933
909	0.1936129133
910	0.1934294303
911	0.1932645241
912	0.19305559
913	0.1928403775
914	0.192565759
915	0.1923979123
916	0.1922061642
917	0.1919941306
918	0.1918450197
919	0.1916531126
920	0.1913944483
921	0.1912157138
922	0.1910120249
923	0.1908470194
924	0.1906986833
925	0.1904802322
926	0.1903148492
927	0.1901278893
928	0.1899798314
929	0.1898176074
930	0.1895913283
931	0.1893966993
932	0.1892089446
933	0.1890088717
934	0.188830177
935	0.1886686484
936	0.1885077556
937	0.1882312695
938	0.1879854798
939	0.1878402233
940	0.1876831849
941	0.1874835889
942	0.1873405973
943	0.1871947845
944	0.1869842609
945	0.1867125829
946	0.1865306099
947	0.1863596042
948	0.1861642996
949	0.1860069633
950	0.185786287
951	0.1856297255
952	0.1854120493
953	0.1852313677
954	0.1849224369
955	0.1846424739
956	0.1844628652
957	0.1842481693
958	0.1840782762
959	0.1839244763
960	0.1837708155
961	0.1835933129
962	0.1834408442
963	0.1833018859
964	0.1831013759
965	0.1829636494
966	0.1827971935
967	0.1826313337
968	0.1824155053
969	0.1822641889
970	0.1820932428
971	0.181987981
972	0.1818375389
973	0.1816258033
974	0.181386888
975	0.1811977029
976	0.1809731325
977	0.1808106303
978	0.1806623936
979	0.1804621617
980	0.1802072326
981	0.1800719698
982	0.1799249848
983	0.1797774037
984	0.1795225342
985	0.1793465614
986	0.1791186929
987	0.1789701581
988	0.1787883242
989	0.1784932017
990	0.1783464154
991	0.1781969865
992	0.17797635
993	0.1778232455
994	0.1776537697
995	0.1775075595
996	0.1773762504
997	0.1772308747
998	0.1770723661
999	0.1769007444
